Question, Tag
A network with CSMA CD protocol in the MAC layer is running at 1 Gbps over a 1 km cable with no repeaters The signal speed in the cable is 2 x 108 m sec The minimum frame size for this network should be 10000 bits 10000 bytes 5000 bits 5000 bytes ,Csma Cd
The minimum frame size required for a CSMA CD based computer network running at 1 Gbps on a 200m cable with a link speed of 2 u00d7 108m s is 125 bytes 250 bytes 500 bytes None of the above ,Csma Cd
Consider a CDMA CD network that transmits data at a rate of 100 Mbps 10 8 bits per second over a 1 km kilometre cable with no repeaters If the minimum frame size required for this network is 1250 bytes What is the signal speed km sec in the cable 8000 10000 16000 20000 ,Csma Cd
A network has a data transmission bandwidth of 20 imes 10 6 bits per second It uses CSMA CD in the MAC layer The maximum signal propagation time from one node to another node is 40 microseconds The minimum size of a frame in the network is __________ bytes ,Csma Cd
Count to infinity is a problem associated with link state routing protocol distance vector routing protocol DNS while resolving host name TCP for congestion control ,Distance Vector Routing
For the network given in the figure below the routing tables of the four nodes A E D and G are shown Suppose that F has estimated its delay to its neighbors A E D and G as 8 10 12 and 6 msecs respectively and updates its routing table using distance vector routing technique          A 8  B  20  C  17  D  12  E  10  F  0  G  6  A  21  B  8  C  7  D  19  E  14  F  0  G  22  A  8  B  20  C  17  D  12  E  10  F  16  G  6  A  8  B  8  C  7  D  12  E  10  F  0  G  6 ,Distance Vector Routing
 Consider a network with 6 routers R1 to R6 connected with links having weights as shown in the following diagram All the routers use the distance vector based routing algorithm to update their routing tables Each router starts with its routing table initialized to contain an entry for each neighbour with the weight of the respective connecting link After all the routing tables stabilize how many links in the network will never be used for carrying any data 4 3 2 1 ,Distance Vector Routing
 Consider a network with 6 routers R1 to R6 connected with links having weights as shown in the following diagram Suppose the weights of all unused links are changed to 2 and the distance vector algorithm is used again until all routing tables stabilize How many links will now remain unused 0 1 2 3  ,Distance Vector Routing
 Consider a network with five nodes N1 to N5 as shown as below The network uses a Distance Vector Routing protocol Once the routes have been stabilized the distance vectors at different nodes are as following N1 0 1 7 8 4 N2 1 0 6 7 3 N3 7 6 0 2 6 N4 8 7 2 0 4 N5 4 3 6 4 0 Each distance vector is the distance of the best known path at that instance to nodes N1 to N5 where the distance to itself is 0 Also all links are symmetric and the cost is identical in both directions In each round all nodes exchange their distance vectors with their respective neighbors Then all nodes update their distance vectors In between two rounds any change in cost of a link will cause the two incident nodes to change only that entry in their distance vectors  The cost of link N2 N3 reduces to 2 in both directions After the next round of updates what will be the new distance vector at node N3 3 2 0 2 5 3 2 0 2 6 7 2 0 2 5 7 2 0 2 6 ,Distance Vector Routing
 Consider a network with five nodes N1 to N5 as shown as below The network uses a Distance Vector Routing protocol Once the routes have been stabilized the distance vectors at different nodes are as following N1 0 1 7 8 4 N2 1 0 6 7 3 N3 7 6 0 2 6 N4 8 7 2 0 4 N5 4 3 6 4 0 Each distance vector is the distance of the best known path at that instance to nodes N1 to N5 where the distance to itself is 0 Also all links are symmetric and the cost is identical in both directions In each round all nodes exchange their distance vectors with their respective neighbors Then all nodes update their distance vectors In between two rounds any change in cost of a link will cause the two incident nodes to change only that entry in their distance vectors The cost of link N2 N3 reduces to 2 in both directions After the next round of updates  the link N1 N2 goes down N2 will reflect this change immediately in its distance vector as cost infty After the  NEXT ROUND  of update what will be the cost to N1 in the distance vector of N3 3 9 10 infty ,Distance Vector Routing
Assume that host1 mydomain dom has an IP address of 145 128 16 8 Which of the following options would be most appropriate as a subsequence of steps in performing the reverse lookup of 145 128 16 8 In the following options NS is an abbreviation of nameserver Query a NS for the root domain and then NS for the dom domains Directly query a NS for dom and then a NS for mydomain dom domains Query a NS for in addr arpa and then a NS for 128 145 in addr arpa domains Directly query a NS for 145 in addr arpa and then a NS for 128 145 in addr arpa domains ,Dns
In the 4B 5B encoding scheme every 4 bits of data are encoded in a 5 bit codeword It is required that the codewords have at most 1 leading and at most 1 trailing zero How many such codewords are possible 14 16 18 20 ,Encoding
Consider a 3 bit error detection and 1 bit error correction hamming code for 4 bit data The extra parity bits required would be ___ and the 3 bit error detection is possible because the code has a minimum distance of ____,Error Detection
